order_date,category,cat_revenue,unique_buyers,whale_interactions,newbie_interactions,loyal_interactions
2020-11-12,Streetwear,1437852.46,35,0,35,0
2020-11-13,Casual,78190.31999999999,2,0,2,0
2020-11-13,GenZ,36059.340000000004,4,0,4,0
2020-11-13,Outdoor,40785.33,5,0,6,0
2020-11-13,Streetwear,1719873.57,43,0,43,0
2020-11-14,Casual,42475.56,3,0,3,0
2020-11-14,GenZ,14290.12,3,0,3,0
2020-11-14,Outdoor,234945.34,10,0,14,0
2020-11-14,Streetwear,1213696.31,23,0,23,0
2020-11-15,Casual,129597.62,2,0,2,0
2020-11-15,GenZ,17672.28,2,0,2,0
2020-11-15,Outdoor,350183.77999999997,21,0,24,0
2020-11-15,Streetwear,1325489.66,26,0,26,0
2020-11-16,Casual,83600.95,6,0,6,0
2020-11-16,GenZ,14925.5,2,0,2,0
2020-11-16,Outdoor,295467.98,17,0,21,0
2020-11-16,Streetwear,1283777.9,33,0,33,0
2020-11-17,Casual,117039.41,5,0,5,0
2020-11-17,GenZ,76557.0,6,0,6,0
2020-11-17,Outdoor,286720.19,19,0,22,0
2020-11-17,Streetwear,1217949.03,29,0,29,0
2020-11-18,Casual,25008.83,2,0,2,0
2020-11-18,GenZ,68493.16,10,0,10,0
2020-11-18,Outdoor,327168.98,14,0,17,0
2020-11-18,Streetwear,1287621.65,24,0,25,0
2020-11-19,Casual,30315.75,1,0,1,0
2020-11-19,GenZ,13467.349999999999,3,0,3,0
2020-11-19,Outdoor,163462.55000000002,13,0,15,0
2020-11-19,Streetwear,1181894.73,31,0,31,0
2020-11-20,Casual,43757.1,4,0,4,0
2020-11-20,GenZ,62758.67999999999,4,0,4,0
2020-11-20,Outdoor,291837.2,20,0,24,0
2020-11-20,Streetwear,1362723.01,33,0,33,0
2020-11-21,Casual,11842.11,3,0,3,0
2020-11-21,GenZ,50466.81,6,0,6,0
2020-11-21,Outdoor,273070.08,23,0,27,0
2020-11-21,Streetwear,941938.49,23,0,24,0
2020-11-22,Casual,154570.21,5,0,5,0
2020-11-22,GenZ,16561.43,3,0,3,0
2020-11-22,Outdoor,156379.6,11,0,12,0
2020-11-22,Streetwear,1075301.71,37,0,37,0
2020-11-23,Casual,26598.829999999998,3,0,3,0
2020-11-23,GenZ,2338.77,1,0,1,0
2020-11-23,Outdoor,306985.25,25,0,28,0
2020-11-23,Streetwear,918572.62,26,0,26,0
2020-11-24,Casual,153721.76,4,0,5,0
2020-11-24,GenZ,39144.600000000006,6,0,6,0
2020-11-24,Outdoor,162897.68,15,0,18,0
2020-11-24,Streetwear,879003.99,21,0,21,0
2020-11-25,GenZ,9344.86,1,0,1,0
2020-11-25,Outdoor,135841.22,12,0,16,0
2020-11-25,Streetwear,871601.77,21,0,21,0
2020-11-26,Casual,61479.44,3,0,3,0
2020-11-26,GenZ,28504.59,2,0,2,0
2020-11-26,Outdoor,136620.59,12,0,18,0
2020-11-26,Streetwear,776428.52,21,0,21,0
2020-11-27,Casual,35335.21,4,0,4,0
2020-11-27,GenZ,32292.12,5,0,5,0
2020-11-27,Outdoor,473742.63,27,0,43,0
2020-11-27,Streetwear,1523303.76,45,0,46,0
2020-11-28,Casual,123443.48999999999,7,0,7,0
2020-11-28,GenZ,11110.08,3,0,3,0
2020-11-28,Outdoor,281977.96,26,0,34,0
2020-11-28,Streetwear,1686201.99,40,0,40,0
2020-11-29,Casual,43618.08,2,0,2,0
2020-11-29,GenZ,35332.91,4,0,4,0
2020-11-29,Outdoor,495093.56,37,0,51,0
2020-11-29,Streetwear,1122617.93,34,0,34,0
2020-11-30,Casual,42286.58,3,0,3,0
2020-11-30,GenZ,1709.04,1,0,1,0
2020-11-30,Outdoor,440518.2,34,0,45,0
2020-11-30,Streetwear,891785.3,30,0,30,0
2020-12-01,Casual,23832.26,2,0,2,0
2020-12-01,GenZ,30961.8,6,0,6,0
2020-12-01,Outdoor,309807.10000000003,28,0,37,0
2020-12-01,Streetwear,795431.72,29,0,30,0
2020-12-02,GenZ,33039.12,3,0,3,0
2020-12-02,Outdoor,44351.82,5,0,7,0
2020-12-02,Streetwear,293262.29,12,0,12,0
2020-12-03,Casual,14736.150000000001,1,0,1,0
2020-12-03,GenZ,55350.72,4,0,4,0
2020-12-03,Outdoor,135625.87,11,0,15,0
2020-12-03,Streetwear,322895.74,9,0,9,0
2020-12-04,Casual,16431.010000000002,2,0,2,0
2020-12-04,GenZ,46114.659999999996,3,0,3,0
2020-12-04,Outdoor,115520.35,11,0,15,0
2020-12-04,Streetwear,467637.03,11,0,12,0
2020-12-05,Casual,71688.70000000001,3,0,3,0
2020-12-05,GenZ,35664.22,3,0,3,0
2020-12-05,Outdoor,214378.61000000002,17,0,21,0
2020-12-05,Streetwear,331860.43,11,0,11,0
2020-12-06,Casual,76162.58,2,0,2,0
2020-12-06,GenZ,23196.28,2,0,2,0
2020-12-06,Outdoor,219834.82,16,0,22,0
2020-12-06,Streetwear,436455.07,13,0,13,0
2020-12-07,Casual,5386.98,1,0,1,0
2020-12-07,GenZ,1553.14,1,0,1,0
2020-12-07,Outdoor,273043.66000000003,25,0,30,0
2020-12-07,Streetwear,552538.6,18,0,18,0
2020-12-08,Casual,19612.170000000002,2,0,2,0
2020-12-08,GenZ,8403.44,1,0,1,0
2020-12-08,Outdoor,278323.07,30,0,36,0
2020-12-08,Streetwear,991317.66,26,0,26,0
2020-12-09,GenZ,47550.490000000005,6,0,6,0
2020-12-09,Outdoor,354245.25,29,0,34,0
2020-12-09,Streetwear,753037.89,27,0,27,0
2020-12-10,Casual,5416.68,1,0,1,0
2020-12-10,GenZ,44176.280000000006,2,0,2,0
2020-12-10,Outdoor,199299.65,23,0,23,0
2020-12-10,Streetwear,447708.81,14,0,14,0
2020-12-11,Casual,30870.82,4,0,4,0
2020-12-11,GenZ,9321.55,2,0,2,0
2020-12-11,Outdoor,160817.89,18,0,22,0
2020-12-11,Streetwear,507691.14,20,0,20,0
2020-12-12,Casual,14173.06,2,0,2,0
2020-12-12,GenZ,29152.309999999998,4,0,4,0
2020-12-12,Outdoor,360681.06,35,0,45,0
2020-12-12,Streetwear,718546.5,24,0,24,0
2020-12-13,Casual,2948.89,1,0,1,0
2020-12-13,GenZ,17635.199999999997,2,0,2,0
2020-12-13,Outdoor,382816.05,35,0,48,0
2020-12-13,Streetwear,533752.48,18,0,18,0
2020-12-14,Casual,38390.44,3,0,3,0
2020-12-14,GenZ,25086.670000000002,3,0,3,0
2020-12-14,Outdoor,442533.05,45,0,54,0
2020-12-14,Streetwear,1095190.53,33,0,33,0
2020-12-15,Casual,68885.72,6,0,6,0
2020-12-15,GenZ,9133.39,3,0,3,0
2020-12-15,Outdoor,415857.06,44,0,53,0
2020-12-15,Streetwear,861933.49,30,0,30,0
2020-12-16,Casual,76565.16,4,0,4,0
2020-12-16,GenZ,20097.93,4,0,4,0
2020-12-16,Outdoor,220302.2,32,0,37,0
2020-12-16,Streetwear,1051184.97,30,0,30,0
2020-12-17,Casual,34790.76,1,0,1,0
2020-12-17,GenZ,43801.43,4,0,4,0
2020-12-17,Outdoor,192577.5,22,0,31,0
2020-12-17,Streetwear,833515.88,19,0,19,0
2020-12-18,Casual,59480.7,3,0,3,0
2020-12-18,GenZ,8727.68,2,0,2,0
2020-12-18,Outdoor,239047.1,26,0,30,0
2020-12-18,Streetwear,944050.64,26,0,26,0
2020-12-19,Casual,34898.86,3,0,3,0
2020-12-19,GenZ,16444.710000000003,3,0,3,0
2020-12-19,Outdoor,339131.27,29,0,38,0
2020-12-19,Streetwear,1257957.25,32,0,32,0
2020-12-20,Casual,23396.48,2,0,2,0
2020-12-20,GenZ,47224.01,7,0,7,0
2020-12-20,Outdoor,449265.61,39,0,53,0
2020-12-20,Streetwear,1257981.3,33,0,33,0
2020-12-21,Casual,48794.73,6,0,6,0
2020-12-21,GenZ,21351.11,3,0,3,0
2020-12-21,Outdoor,417625.6,45,0,57,0
2020-12-21,Streetwear,1552354.42,46,0,47,0
2020-12-22,Casual,62836.39,2,0,2,0
2020-12-22,GenZ,31812.05,8,0,8,0
2020-12-22,Outdoor,682207.21,72,0,90,0
2020-12-22,Streetwear,1273850.85,35,0,35,0
2020-12-23,Casual,89513.43000000001,4,0,4,0
2020-12-23,GenZ,8914.36,2,0,2,0
2020-12-23,Outdoor,455176.49,45,0,59,0
2020-12-23,Streetwear,1411200.96,31,0,31,0
2020-12-24,Casual,40366.26,3,0,3,0
2020-12-24,GenZ,56143.67999999999,5,0,5,0
2020-12-24,Outdoor,325571.4,36,0,48,0
2020-12-24,Streetwear,800982.13,25,0,25,0
2020-12-25,GenZ,49662.72,5,0,5,0
2020-12-25,Outdoor,367135.14,32,0,45,0
2020-12-25,Streetwear,783460.63,22,0,22,0
2020-12-26,Casual,84768.34,5,0,5,0
2020-12-26,GenZ,93259.74,14,0,14,0
2020-12-26,Outdoor,300193.77999999997,39,0,51,0
2020-12-26,Streetwear,621766.14,20,0,20,0
2020-12-27,Casual,50853.19,5,0,5,0
2020-12-27,GenZ,40732.7,8,0,8,0
2020-12-27,Outdoor,347666.16000000003,42,0,49,0
2020-12-27,Streetwear,1078122.35,33,0,33,0
2020-12-28,Casual,55535.96,2,0,2,0
2020-12-28,GenZ,63634.06,10,0,10,0
2020-12-28,Outdoor,723900.74,84,0,109,0
2020-12-28,Streetwear,2784726.9899999998,84,0,85,0
2020-12-29,Casual,65763.22,6,0,6,0
2020-12-29,GenZ,99971.44,11,0,11,0
2020-12-29,Outdoor,860922.79,78,0,105,0
2020-12-29,Streetwear,1914075.24,57,0,59,0
2020-12-30,Casual,156299.65,10,0,10,0
2020-12-30,GenZ,96303.07,13,0,15,0
2020-12-30,Outdoor,601261.08,53,0,65,0
2020-12-30,Streetwear,2027271.84,50,0,51,0
2020-12-31,Casual,84617.05,3,0,4,0
2020-12-31,GenZ,26623.18,3,0,3,0
2020-12-31,Outdoor,420941.05,36,0,48,0
2020-12-31,Streetwear,1621683.59,47,0,48,0
2021-01-01,Casual,104614.72,3,0,3,0
2021-01-01,GenZ,39935.09,6,0,6,0
2021-01-01,Outdoor,289001.07999999996,24,0,28,0
2021-01-01,Streetwear,1119880.62,37,0,37,0
2021-01-02,Casual,10606.02,1,0,1,0
2021-01-02,Outdoor,31414.41,6,0,6,0
2021-01-02,Streetwear,336399.98,10,0,10,0
2021-01-03,Casual,28341.2,2,0,2,0
2021-01-03,GenZ,25969.559999999998,2,0,2,0
2021-01-03,Outdoor,152591.47,8,0,12,0
2021-01-03,Streetwear,470992.32999999996,10,0,10,0
2021-01-04,Casual,26786.4,1,0,1,0
2021-01-04,GenZ,19412.82,3,0,3,0
2021-01-04,Outdoor,153909.66,10,0,12,0
2021-01-04,Streetwear,619768.16,12,0,12,0
2021-01-05,Casual,26534.64,1,0,1,0
2021-01-05,GenZ,18529.22,4,0,4,0
2021-01-05,Outdoor,208256.21,16,0,19,0
2021-01-05,Streetwear,921006.84,21,0,21,0
2021-01-06,Outdoor,106899.39,6,0,6,0
2021-01-06,Streetwear,1007351.66,16,0,16,0
2021-01-07,Casual,65715.45999999999,4,0,4,0
2021-01-07,GenZ,29568.800000000003,3,0,3,0
2021-01-07,Outdoor,124504.26000000001,8,0,11,0
2021-01-07,Streetwear,618057.5,15,0,15,0
2021-01-08,Casual,85637.41,3,0,3,0
2021-01-08,GenZ,25020.18,2,0,2,0
2021-01-08,Outdoor,140868.16999999998,12,0,16,0
2021-01-08,Streetwear,771767.38,14,0,15,0
2021-01-09,Casual,84471.42,3,0,3,0
2021-01-09,GenZ,4972.58,1,0,1,0
2021-01-09,Outdoor,188687.07,7,0,10,0
2021-01-09,Streetwear,575598.2000000001,12,0,12,0
2021-01-10,Casual,173976.79,6,0,6,0
2021-01-10,Outdoor,213543.44,11,0,13,0
2021-01-10,Streetwear,793208.43,19,0,19,0
2021-01-11,Casual,34246.36,2,0,2,0
2021-01-11,GenZ,21520.01,3,0,3,0
2021-01-11,Outdoor,181585.93,10,0,13,0
2021-01-11,Streetwear,1278035.3,24,0,24,0
2021-01-12,Casual,59319.22,2,0,2,0
2021-01-12,GenZ,13301.869999999999,3,0,3,0
2021-01-12,Outdoor,167546.38,10,0,12,0
2021-01-12,Streetwear,822640.17,20,0,20,0
2021-01-13,Casual,38217.9,2,0,2,0
2021-01-13,GenZ,11456.85,2,0,2,0
2021-01-13,Outdoor,77554.08,7,0,10,0
2021-01-13,Streetwear,943527.6699999999,22,0,22,0
2021-01-14,Casual,111854.90000000001,6,0,6,0
2021-01-14,GenZ,22071.06,2,0,2,0
2021-01-14,Outdoor,52950.35,6,0,6,0
2021-01-14,Streetwear,577550.93,16,0,16,0
2021-01-15,Casual,179897.48,4,0,4,0
2021-01-15,GenZ,29592.82,3,0,3,0
2021-01-15,Outdoor,245764.12,12,0,17,0
2021-01-15,Streetwear,521749.36000000004,10,0,10,0
2021-01-16,Casual,77502.16,3,0,3,0
2021-01-16,Outdoor,187046.06,10,0,13,0
2021-01-16,Streetwear,921226.39,19,0,19,0
2021-01-17,Casual,108775.86,4,0,4,0
2021-01-17,Outdoor,156878.6,11,0,12,0
2021-01-17,Streetwear,958443.74,22,0,22,0
2021-01-18,Casual,74640.81999999999,4,0,4,0
2021-01-18,GenZ,15907.68,1,0,1,0
2021-01-18,Outdoor,439135.37,15,0,19,0
2021-01-18,Streetwear,1972322.31,41,0,41,0
2021-01-19,Casual,10604.06,1,0,1,0
2021-01-19,GenZ,29871.059999999998,3,0,3,0
2021-01-19,Outdoor,399142.63,19,0,25,0
2021-01-19,Streetwear,1571400.6400000001,41,0,42,0
2021-01-20,Casual,36273.29,2,0,2,0
2021-01-20,GenZ,2571.55,1,0,1,0
2021-01-20,Outdoor,190464.03,12,0,14,0
2021-01-20,Streetwear,1366045.33,23,0,23,0
2021-01-21,Casual,46242.7,3,0,3,0
2021-01-21,GenZ,16458.48,1,0,1,0
2021-01-21,Outdoor,140280.9,10,0,11,0
2021-01-21,Streetwear,1495225.83,32,0,32,0
2021-01-22,Casual,71948.5,3,0,3,0
2021-01-22,GenZ,27494.82,3,0,3,0
2021-01-22,Outdoor,364391.27,15,0,21,0
2021-01-22,Streetwear,1156206.91,19,0,20,0
2021-01-23,Casual,62557.06,4,0,4,0
2021-01-23,GenZ,65806.73,3,0,3,0
2021-01-23,Outdoor,404258.57,17,0,22,0
2021-01-23,Streetwear,1211675.91,34,0,34,0
2021-01-24,Casual,29888.72,2,0,2,0
2021-01-24,GenZ,36201.77,3,0,3,0
2021-01-24,Outdoor,502870.06,21,0,25,0
2021-01-24,Streetwear,1293746.8699999999,35,0,35,0
2021-01-25,Casual,49595.21,6,0,6,0
2021-01-25,GenZ,65867.49,3,0,3,0
2021-01-25,Outdoor,501379.41,22,0,26,0
2021-01-25,Streetwear,1729374.39,39,0,39,0
2021-01-26,Casual,79414.51000000001,6,0,6,0
2021-01-26,GenZ,37910.64,6,0,6,0
2021-01-26,Outdoor,209625.69,13,0,17,0
2021-01-26,Streetwear,2666665.7399999998,53,0,53,0
2021-01-27,Casual,133701.11,3,0,3,0
2021-01-27,GenZ,23044.44,4,0,4,0
2021-01-27,Outdoor,286325.97,18,0,21,0
2021-01-27,Streetwear,1815280.42,40,0,41,0
2021-01-28,Casual,101506.72,6,0,6,0
2021-01-28,GenZ,2329.62,2,0,2,0
2021-01-28,Outdoor,220201.84,15,0,17,0
2021-01-28,Streetwear,2081833.27,44,0,45,0
2021-01-29,Casual,28841.11,3,0,3,0
2021-01-29,GenZ,28590.75,3,0,3,0
2021-01-29,Outdoor,384675.15,20,0,25,0
2021-01-29,Streetwear,1804461.52,38,0,38,0
2021-01-30,Casual,4550.05,1,0,1,0
2021-01-30,Outdoor,243178.28,13,0,15,0
2021-01-30,Streetwear,1919875.06,41,0,41,0
2021-01-31,Casual,46709.5,2,0,2,0
2021-01-31,GenZ,15487.04,1,0,1,0
2021-01-31,Outdoor,357167.51999999996,17,0,21,0
2021-01-31,Streetwear,1187813.96,31,0,31,0
2021-02-01,Casual,66184.95000000001,4,0,4,0
2021-02-01,GenZ,43830.79,6,0,6,0
2021-02-01,Outdoor,206754.39,13,0,14,0
2021-02-01,Streetwear,1234603.98,32,0,32,0
2021-02-02,Casual,24602.27,1,0,1,0
2021-02-02,GenZ,30633.579999999998,2,0,2,0
2021-02-02,Outdoor,267836.01,15,0,20,0
2021-02-02,Streetwear,635805.04,17,0,18,0
2021-02-03,Casual,72134.2,4,0,4,0
2021-02-03,GenZ,55200.36,6,0,6,0
2021-02-03,Outdoor,142894.81,11,0,13,0
2021-02-03,Streetwear,825305.74,17,0,17,0
2021-02-04,Casual,4131.1,1,0,1,0
2021-02-04,GenZ,55236.89,3,0,3,0
2021-02-04,Outdoor,133033.11000000002,8,0,10,0
2021-02-04,Streetwear,1152806.07,25,0,25,0
2021-02-05,Casual,145046.99,5,0,5,0
2021-02-05,GenZ,45503.700000000004,3,0,3,0
2021-02-05,Outdoor,101440.23999999999,7,0,8,0
2021-02-05,Streetwear,1457427.12,32,0,32,0
2021-02-06,Casual,179820.89,7,0,7,0
2021-02-06,GenZ,14829.75,2,0,2,0
2021-02-06,Outdoor,102949.54000000001,9,0,9,0
2021-02-06,Streetwear,943187.73,20,0,20,0
2021-02-07,GenZ,35856.82,2,0,2,0
2021-02-07,Outdoor,196023.8,13,0,16,0
2021-02-07,Streetwear,1582486.91,31,0,31,0
2021-02-08,Casual,31461.239999999998,1,0,1,0
2021-02-08,GenZ,34499.83,3,0,3,0
2021-02-08,Outdoor,221796.36,12,0,16,0
2021-02-08,Streetwear,1038052.25,28,0,28,0
2021-02-09,Casual,95007.62,6,0,6,0
2021-02-09,GenZ,65259.22,4,0,4,0
2021-02-09,Outdoor,336590.07,17,0,22,0
2021-02-09,Streetwear,951268.0499999999,25,0,25,0
2021-02-10,Casual,98305.39,3,0,4,0
2021-02-10,GenZ,21287.4,2,0,2,0
2021-02-10,Outdoor,285789.51,16,0,21,0
2021-02-10,Streetwear,1446361.43,33,0,33,0
2021-02-11,Casual,84801.15,3,0,3,0
2021-02-11,GenZ,95866.12,3,0,3,0
2021-02-11,Outdoor,167315.92,11,0,15,0
2021-02-11,Streetwear,1341434.76,30,0,30,0
2021-02-12,Casual,30868.14,3,0,3,0
2021-02-12,GenZ,56531.840000000004,3,0,3,0
2021-02-12,Outdoor,320503.0,15,0,20,0
2021-02-12,Streetwear,1575921.98,34,0,34,0
2021-02-13,Casual,44843.200000000004,3,0,3,0
2021-02-13,GenZ,11675.9,2,0,2,0
2021-02-13,Outdoor,350742.32,19,0,26,0
2021-02-13,Streetwear,1579201.21,38,0,39,0
2021-02-14,Casual,68939.88,3,0,3,0
2021-02-14,Outdoor,182509.53,12,0,17,0
2021-02-14,Streetwear,2691381.07,56,0,58,0
2021-02-15,Casual,77825.47,7,0,7,0
2021-02-15,GenZ,71855.44,6,0,6,0
2021-02-15,Outdoor,353943.63,19,0,27,0
2021-02-15,Streetwear,2638474.54,60,0,60,0
2021-02-16,Casual,82061.3,3,0,3,0
2021-02-16,GenZ,34181.6,4,0,4,0
2021-02-16,Outdoor,251677.17,18,0,19,0
2021-02-16,Streetwear,1506948.42,43,0,44,0
2021-02-17,Casual,151580.59,6,0,7,0
2021-02-17,GenZ,38799.12,7,0,7,0
2021-02-17,Outdoor,206935.09,12,0,20,0
2021-02-17,Streetwear,2071580.23,48,0,48,0
2021-02-18,Casual,19773.46,3,0,3,0
2021-02-18,GenZ,57770.649999999994,5,0,5,0
2021-02-18,Outdoor,136360.16,11,0,16,0
2021-02-18,Streetwear,1515296.35,41,0,41,0
2021-02-19,Casual,86762.64,6,0,6,0
2021-02-19,GenZ,47545.240000000005,3,0,3,0
2021-02-19,Outdoor,234580.8,12,0,16,0
2021-02-19,Streetwear,2116248.78,43,0,43,0
2021-02-20,Casual,167865.16,5,0,6,0
2021-02-20,GenZ,59891.479999999996,5,0,5,0
2021-02-20,Outdoor,138337.96,7,0,11,0
2021-02-20,Streetwear,2144426.51,53,0,53,0
2021-02-21,Casual,52941.25,3,0,3,0
2021-02-21,GenZ,37893.0,5,0,5,0
2021-02-21,Outdoor,240146.81,21,0,24,0
2021-02-21,Streetwear,2342956.31,53,0,53,0
2021-02-22,Casual,111434.33,4,0,4,0
2021-02-22,GenZ,74469.40000000001,5,0,5,0
2021-02-22,Outdoor,189939.94,19,0,22,0
2021-02-22,Streetwear,2920078.73,78,0,79,0
2021-02-23,Casual,131716.07,5,0,5,0
2021-02-23,GenZ,26676.4,4,0,4,0
2021-02-23,Outdoor,435629.01,21,0,28,0
2021-02-23,Streetwear,4358043.36,93,0,93,0
2021-02-24,Casual,150476.41,7,0,7,0
2021-02-24,GenZ,80766.07,8,0,8,0
2021-02-24,Outdoor,101078.95,10,0,11,0
2021-02-24,Streetwear,2548326.7,60,0,61,0
2021-02-25,Casual,185922.25,9,0,9,0
2021-02-25,GenZ,5352.45,3,0,3,0
2021-02-25,Outdoor,595421.72,41,0,53,0
2021-02-25,Streetwear,4889147.55,109,0,112,0
2021-02-26,Casual,123984.37,6,0,6,0
2021-02-26,GenZ,83010.52,7,0,7,0
2021-02-26,Outdoor,423909.29,29,0,35,0
2021-02-26,Streetwear,3182964.26,76,0,77,0
2021-02-27,Casual,153557.36000000002,6,0,6,0
2021-02-27,GenZ,42454.32,7,0,7,0
2021-02-27,Outdoor,435727.29,29,0,35,0
2021-02-27,Streetwear,2610115.74,62,0,62,0
2021-02-28,Casual,64842.61,4,0,4,0
2021-02-28,GenZ,36780.3,4,0,4,0
2021-02-28,Outdoor,310320.59,18,0,24,0
2021-02-28,Streetwear,1937052.25,49,0,50,0
2021-03-01,Casual,167323.29,8,0,8,0
2021-03-01,GenZ,17686.66,2,0,2,0
2021-03-01,Outdoor,290516.16,19,0,23,0
2021-03-01,Streetwear,1466734.56,39,0,39,0
2021-03-02,Casual,21491.4,1,0,1,0
2021-03-02,GenZ,26786.59,3,0,3,0
2021-03-02,Outdoor,41450.8,1,0,2,0
2021-03-02,Streetwear,589519.58,9,0,9,0
2021-03-03,GenZ,67362.69,4,0,4,0
2021-03-03,Outdoor,194048.44,14,0,17,0
2021-03-03,Streetwear,941392.09,24,0,24,0
2021-03-04,Casual,124335.48,8,0,8,0
2021-03-04,GenZ,63687.65,7,0,7,0
2021-03-04,Outdoor,215698.11,14,0,18,0
2021-03-04,Streetwear,1785090.43,48,0,49,0
2021-03-05,Casual,84313.44,3,0,3,0
2021-03-05,GenZ,62176.64,8,0,8,0
2021-03-05,Outdoor,186398.83,13,0,14,0
2021-03-05,Streetwear,1018080.25,31,0,31,0
2021-03-06,Casual,108636.08,5,0,5,0
2021-03-06,GenZ,58251.3,5,0,5,0
2021-03-06,Outdoor,290433.81,12,0,17,0
2021-03-06,Streetwear,1245177.57,35,0,35,0
2021-03-07,Casual,98476.43000000001,6,0,6,0
2021-03-07,GenZ,52274.45,7,0,7,0
2021-03-07,Outdoor,459191.57,22,0,29,0
2021-03-07,Streetwear,1865156.7,51,0,52,0
2021-03-08,Casual,74229.79999999999,6,0,6,0
2021-03-08,GenZ,55749.81,6,0,6,0
2021-03-08,Outdoor,410069.1,21,0,28,0
2021-03-08,Streetwear,2225936.07,56,0,57,0
2021-03-09,Casual,155205.41,6,0,6,0
2021-03-09,GenZ,86502.55,6,0,6,0
2021-03-09,Outdoor,362374.35,24,0,30,0
2021-03-09,Streetwear,2306758.06,52,0,52,0
2021-03-10,Casual,167409.7,6,0,7,0
2021-03-10,GenZ,109890.23,10,0,10,0
2021-03-10,Outdoor,346229.66,23,0,29,0
2021-03-10,Streetwear,2170006.84,63,0,63,0
2021-03-11,Casual,114903.1,7,0,7,0
2021-03-11,GenZ,73511.86,5,0,5,0
2021-03-11,Outdoor,583278.42,33,0,42,0
2021-03-11,Streetwear,3519994.79,86,0,86,0
2021-03-12,Casual,177012.57,8,0,8,0
2021-03-12,GenZ,103355.16,6,0,6,0
2021-03-12,Outdoor,418625.06,29,0,38,0
2021-03-12,Streetwear,3435867.27,95,0,96,0
2021-03-13,Casual,65701.13,4,0,4,0
2021-03-13,GenZ,75896.87,7,0,7,0
2021-03-13,Outdoor,591715.33,25,0,37,0
2021-03-13,Streetwear,1684058.55,51,0,51,0
2021-03-14,Casual,93784.0,4,0,4,0
2021-03-14,GenZ,155459.15,15,0,15,0
2021-03-14,Outdoor,316125.21,18,0,23,0
2021-03-14,Streetwear,2324312.23,59,0,59,0
2021-03-15,Casual,265567.65,10,0,10,0
2021-03-15,GenZ,140143.08,9,0,9,0
2021-03-15,Outdoor,383676.13,24,0,27,0
2021-03-15,Streetwear,2865122.45,75,0,75,0
2021-03-16,Casual,171272.78,10,0,10,0
2021-03-16,GenZ,79140.32,10,0,10,0
2021-03-16,Outdoor,407448.24,20,0,27,0
2021-03-16,Streetwear,3350488.77,81,0,81,0
2021-03-17,Casual,118929.43000000001,9,0,9,0
2021-03-17,GenZ,94203.71,9,0,9,0
2021-03-17,Outdoor,592078.12,34,0,45,0
2021-03-17,Streetwear,3595200.63,88,0,91,0
2021-03-18,Casual,313679.44,12,0,13,0
2021-03-18,GenZ,185435.44,19,0,19,0
2021-03-18,Outdoor,507965.45,30,0,35,0
2021-03-18,Streetwear,4509684.98,127,0,129,0
2021-03-19,Casual,237550.23,9,0,9,0
2021-03-19,GenZ,117022.56999999999,12,0,12,0
2021-03-19,Outdoor,469941.19,27,0,35,0
2021-03-19,Streetwear,2789943.52,89,0,92,0
2021-03-20,Casual,237135.41999999998,13,0,13,0
2021-03-20,GenZ,60879.53,7,0,7,0
2021-03-20,Outdoor,454619.98,23,0,30,0
2021-03-20,Streetwear,2479383.62,61,0,61,0
2021-03-21,Casual,103199.06,6,0,6,0
2021-03-21,GenZ,65982.75,12,0,12,0
2021-03-21,Outdoor,391879.6,19,0,23,0
2021-03-21,Streetwear,2261083.83,66,0,66,0
2021-03-22,Casual,214526.82,12,0,12,0
2021-03-22,GenZ,63812.25,10,0,10,0
2021-03-22,Outdoor,335440.57,24,0,29,0
2021-03-22,Streetwear,3309323.85,97,0,98,0
2021-03-23,Casual,223226.71,11,0,11,0
2021-03-23,GenZ,99486.95,12,0,12,0
2021-03-23,Outdoor,388021.88,31,0,34,0
2021-03-23,Streetwear,3511885.15,92,0,95,0
2021-03-24,Casual,153295.66999999998,10,0,10,0
2021-03-24,GenZ,74751.36,10,0,10,0
2021-03-24,Outdoor,485457.78,25,0,37,0
2021-03-24,Streetwear,3290142.76,97,0,98,0
2021-03-25,Casual,111950.75,8,0,8,0
2021-03-25,GenZ,134068.16999999998,21,0,21,0
2021-03-25,Outdoor,627693.24,37,0,45,0
2021-03-25,Streetwear,3973975.21,123,0,126,0
2021-03-26,Casual,288190.08,13,0,14,0
2021-03-26,GenZ,97484.2,10,0,10,0
2021-03-26,Outdoor,451655.95999999996,34,0,43,0
2021-03-26,Streetwear,3197285.03,105,0,105,0
2021-03-27,Casual,67750.24,5,0,5,0
2021-03-27,GenZ,104189.66,11,0,11,0
2021-03-27,Outdoor,534942.45,34,0,43,0
2021-03-27,Streetwear,2905892.42,85,0,85,0
2021-03-28,Casual,115252.23999999999,10,0,10,0
2021-03-28,GenZ,119152.01,14,0,14,0
2021-03-28,Outdoor,468138.25,35,0,50,0
2021-03-28,Streetwear,2826387.39,90,0,90,0
2021-03-29,Casual,82945.92,6,0,6,0
2021-03-29,GenZ,95610.64,10,0,10,0
2021-03-29,Outdoor,693758.83,51,0,67,0
2021-03-29,Streetwear,3217775.21,113,0,117,0
2021-03-30,Casual,326451.03,24,0,24,0
2021-03-30,GenZ,151678.58,15,0,15,0
2021-03-30,Outdoor,1168348.33,73,0,93,0
2021-03-30,Streetwear,9149427.41,259,0,267,0
2021-03-31,Casual,339454.5,24,0,24,0
