date,total_orders,unique_buyers,Revenue,sessions,visitors,AOV
2020-08-10,81,81,2914723.92,35228,25251,35984.24592592593
2020-08-11,93,93,2533038.45,37719,27782,27236.972580645164
2020-08-12,105,105,4245177.97,39180,28426,40430.26638095238
2020-08-13,107,107,3438121.83,40215,29520,32131.979719626168
2020-08-14,103,103,3685522.51,35760,26734,35781.77194174757
2020-08-15,88,88,2556409.43,33356,26180,29050.107159090912
2020-08-16,79,79,2596444.46,37006,29530,32866.38556962025
2020-08-17,95,95,3646382.12,34854,28022,38382.969684210526
2020-08-18,103,102,3240488.83,37531,28605,31461.05660194175
2020-08-19,98,97,3279887.27,34147,27810,33468.23744897959
2020-08-20,119,117,3569013.59,36424,26616,29991.710840336134
2020-08-21,122,121,3939388.46,33606,25978,32290.069344262294
2020-08-22,72,72,2465099.71,30963,23305,34237.49597222222
2020-08-23,90,90,2832425.22,39987,31388,31471.391333333337
2020-08-24,96,96,3217603.07,33539,26264,33516.698645833334
2020-08-25,83,83,2428315.18,32268,26443,29256.809397590365
2020-08-26,96,96,3194953.82,35762,25302,33280.768958333334
2020-08-27,136,135,4445347.68,38266,28828,32686.379999999997
2020-08-28,232,232,7296538.72,38993,30032,31450.59793103448
2020-08-29,229,228,7517051.79,36212,26931,32825.55366812227
2020-08-30,251,250,8480394.59,36313,27199,33786.43262948207
2020-08-31,210,209,7490849.71,30899,23108,35670.7129047619
2020-09-01,179,179,6047477.92,25779,19525,33784.79284916201
2020-09-02,41,41,1434923.77,25740,20239,34998.14073170732
2020-09-03,41,41,1557705.54,21880,16243,37992.818048780486
2020-09-04,48,47,1425115.38,26341,18688,29689.903749999998
2020-09-05,54,52,1581867.47,27061,21025,29293.842037037037
2020-09-06,75,75,2654105.11,27527,21630,35388.068133333334
2020-09-07,83,83,2479133.84,24662,17883,29869.08240963855
2020-09-08,90,90,2542645.13,22647,18442,28251.612555555555
2020-09-09,69,69,1979410.07,23534,16840,28687.10246376812
2020-09-10,82,80,3146008.14,24599,17738,38365.95292682927
2020-09-11,72,70,1990335.39,25825,19056,27643.54708333333
2020-09-12,79,79,2806228.3,25785,19681,35521.877215189874
2020-09-13,88,87,2240095.92,21475,15123,25455.635454545452
2020-09-14,101,100,2832905.03,28528,21280,28048.564653465346
2020-09-15,107,107,2914536.51,30267,22450,27238.658971962614
2020-09-16,57,57,1994638.41,26144,19196,34993.65631578947
2020-09-17,62,62,1827659.24,27837,19900,29478.37483870968
2020-09-18,74,74,2600220.08,21105,15784,35138.10918918919
2020-09-19,61,61,1806587.98,23948,17545,29616.196393442624
2020-09-20,67,67,2334885.81,29247,22547,34849.041940298506
2020-09-21,101,101,3082015.84,29246,22025,30515.00831683168
2020-09-22,93,93,2827707.7,27835,20293,30405.459139784947
2020-09-23,72,72,2254030.17,28929,21337,31305.974583333333
2020-09-24,71,70,2021614.99,22265,17768,28473.45056338028
2020-09-25,77,77,2587034.31,30621,24702,33597.84818181818
2020-09-26,71,71,2219447.23,25054,18036,31259.82014084507
2020-09-27,138,137,3907778.93,29837,23097,28317.23862318841
2020-09-28,155,154,4681424.38,28965,22114,30202.73793548387
2020-09-29,135,135,3862957.51,27997,19870,28614.500074074072
2020-09-30,100,99,3185317.6,23089,16405,31853.176
2020-10-01,78,78,2053948.94,21266,16930,26332.67871794872
2020-10-02,19,19,844947.12,18119,14852,44470.901052631576
2020-10-03,46,46,1819620.17,20645,14636,39556.9602173913
2020-10-04,39,39,1305849.84,19416,14262,33483.32923076923
2020-10-05,47,47,1476045.28,24911,19722,31405.218723404258
2020-10-06,64,63,2225510.95,23347,19051,34773.60859375
2020-10-07,64,64,2084609.48,21132,15554,32572.023125
2020-10-08,52,52,1798621.9,20037,16325,34588.88269230769
2020-10-09,46,46,1682037.65,22199,17432,36566.03586956522
2020-10-10,53,52,2023437.43,20615,15266,38178.06471698113
2020-10-11,46,46,1446988.51,20115,14199,31456.271956521738
2020-10-12,57,57,1856496.7,20896,16465,32570.117543859647
2020-10-13,92,91,3071390.97,20981,16932,33384.68445652174
2020-10-14,72,70,2627129.58,21476,16150,36487.910833333335
2020-10-15,44,44,1826480.99,20834,16576,41510.93159090909
2020-10-16,67,67,2213689.11,21601,16609,33040.135970149255
2020-10-17,61,61,2024181.52,21266,15812,33183.303606557376
2020-10-18,62,61,2416150.55,20371,16113,38970.17016129032
2020-10-19,46,46,1798941.77,19438,15597,39107.4297826087
2020-10-20,77,76,2361849.87,19028,15363,30673.374935064938
2020-10-21,72,72,2168284.88,23461,18428,30115.067777777775
2020-10-22,61,61,2384359.77,19036,14034,39087.86508196721
2020-10-23,53,52,1313373.58,22434,17640,24780.633584905663
2020-10-24,71,71,2435210.66,22947,18684,34298.74169014085
2020-10-25,63,63,2045855.5,19591,14128,32473.896825396827
2020-10-26,75,73,2383306.02,21875,17852,31777.4136
2020-10-27,101,97,3242319.66,22036,16781,32102.17485148515
2020-10-28,122,122,4138715.4,20859,15866,33923.896721311474
2020-10-29,109,108,3361148.04,21829,16036,30836.220550458715
2020-10-30,87,87,2606337.42,22356,17201,29957.901379310344
2020-10-31,96,95,3099623.67,23949,18930,32287.7465625
2020-11-01,56,56,2000351.9,18245,12972,35720.56964285714
2020-11-02,47,47,1609265.54,19551,14750,34239.692340425536
2020-11-03,37,36,1148970.3,17361,12559,31053.25135135135
2020-11-04,48,47,1475675.48,16277,12255,30743.239166666666
2020-11-05,47,47,1340308.97,15813,12731,28517.212127659575
2020-11-06,27,26,717152.89,16918,12621,26561.21814814815
2020-11-07,38,38,1261006.58,17082,12711,33184.38368421053
2020-11-08,48,48,1462906.75,18445,13486,30477.223958333332
2020-11-09,58,57,1841341.67,17701,12953,31747.27017241379
2020-11-10,50,50,1423817.05,19293,13687,28476.341
2020-11-11,47,47,1850484.56,18790,14166,39372.01191489362
2020-11-12,50,50,1742209.81,17856,12841,34844.1962
2020-11-13,54,54,1874908.56,17396,12776,34720.52888888889
2020-11-14,39,39,1505407.33,17694,12793,38600.187948717954
2020-11-15,51,51,1822943.34,14260,10406,35743.98705882353
2020-11-16,58,58,1677772.33,18092,14243,28927.109137931035
2020-11-17,59,59,1698265.63,16039,12068,28784.16322033898
2020-11-18,51,50,1708292.62,16491,11715,33495.9337254902
2020-11-19,48,48,1389140.38,16250,13117,28940.42458333333
2020-11-20,61,61,1761075.99,17855,13458,28870.098196721312
2020-11-21,55,55,1277317.49,17079,12036,23223.954363636363
2020-11-22,56,56,1402812.95,16764,12087,25050.23125
2020-11-23,55,55,1254495.47,15370,11896,22809.008545454544
2020-11-24,46,46,1234768.03,18796,13402,26842.783260869564
2020-11-25,34,34,1016787.85,15420,10841,29905.524999999998
2020-11-26,39,38,1003033.14,16733,13329,25718.798461538463
2020-11-27,83,81,2064673.72,17323,13271,24875.586987951807
2020-11-28,76,76,2102733.52,18543,13712,27667.546315789474
2020-11-29,77,77,1696662.48,18159,14657,22034.577662337662
2020-11-30,68,67,1376299.12,17824,13249,20239.692941176472
2020-12-01,65,65,1160032.88,19647,14036,17846.65969230769
2020-12-02,20,20,370653.23,20023,16101,18532.6615
2020-12-03,25,25,528608.48,20422,15573,21144.3392
2020-12-04,27,27,645703.05,16123,12162,23914.92777777778
2020-12-05,34,34,653591.96,19449,13722,19223.29294117647
2020-12-06,33,33,755648.75,19233,15083,22898.446969696968
2020-12-07,45,45,832522.38,17942,14544,18500.497333333333
2020-12-08,60,59,1297656.34,18946,14954,21627.605666666666
2020-12-09,63,62,1154833.63,19732,14464,18330.69253968254
2020-12-10,40,40,696601.42,16485,13246,17415.0355
2020-12-11,44,44,708701.4,16188,11995,16106.85
2020-12-12,67,65,1122552.93,16777,13540,16754.52134328358
2020-12-13,56,56,937152.62,16467,12133,16734.868214285714
2020-12-14,84,84,1601200.69,19160,14625,19061.912976190477
2020-12-15,83,83,1355809.66,20367,15824,16335.056144578311
2020-12-16,70,70,1368150.26,19278,15286,19545.003714285715
2020-12-17,46,46,1104685.57,19854,14704,24014.903695652174
2020-12-18,57,57,1251306.12,20218,14273,21952.738947368423
2020-12-19,67,67,1648432.09,20038,15556,24603.464029850747
2020-12-20,82,81,1777867.4,20214,16185,21681.30975609756
2020-12-21,99,99,2040125.86,18862,15018,20607.33191919192
2020-12-22,117,116,2050706.5,18707,13230,17527.405982905984
2020-12-23,82,82,1964805.24,19179,14954,23961.039512195122
2020-12-24,69,69,1223063.47,20374,15600,17725.557536231885
2020-12-25,59,58,1200258.49,19207,14605,20343.364237288137
2020-12-26,78,77,1099988.0,19934,15114,14102.410256410256
2020-12-27,89,88,1517374.4,22306,16526,17049.150561797753
2020-12-28,179,179,3627797.75,18063,14637,20267.02653631285
2020-12-29,154,152,2940732.69,21080,15731,19095.666818181817
2020-12-30,124,124,2881135.64,20533,16778,23234.96483870968
2020-12-31,89,89,2153864.87,17767,13361,24200.728876404497
2021-01-01,69,69,1553431.51,14570,11040,22513.500144927537
2021-01-02,17,17,378420.41,13267,10265,22260.02411764706
2021-01-03,22,22,677894.56,14741,11620,30813.389090909095
2021-01-04,26,26,819877.04,14929,10471,31533.73230769231
2021-01-05,42,42,1174326.91,16138,12708,27960.164523809523
2021-01-06,22,22,1114251.05,16334,12369,50647.775
2021-01-07,30,30,837846.02,16711,11962,27928.200666666668
2021-01-08,32,31,1023293.14,16364,13392,31977.910625
2021-01-09,23,23,853729.27,16343,11944,37118.66391304348
2021-01-10,36,35,1180728.66,13484,9896,32798.01833333333
2021-01-11,39,39,1515387.6,16493,11978,38856.09230769231
2021-01-12,35,35,1062807.64,15881,11461,30365.93257142857
2021-01-13,33,33,1070756.5,15076,10739,32447.166666666668
2021-01-14,30,30,764427.24,16537,11936,25480.908
2021-01-15,29,29,977003.78,15763,11957,33689.785517241384
2021-01-16,32,32,1185774.61,15667,11566,37055.4565625
2021-01-17,37,37,1224098.2,16227,13003,33083.73513513513
2021-01-18,61,61,2502006.18,15948,11290,41016.49475409836
2021-01-19,64,64,2011018.39,16117,12572,31422.16234375
2021-01-20,38,38,1595354.2,15543,11545,41983.005263157895
2021-01-21,46,46,1698207.91,15673,11090,36917.56326086957
2021-01-22,40,40,1620041.5,16747,12024,40501.0375
2021-01-23,58,58,1744298.27,16160,12050,30074.108103448278
2021-01-24,60,59,1862707.42,15728,11746,31045.123666666666
2021-01-25,71,70,2346216.5,17059,12064,33045.30281690141
2021-01-26,78,78,2993616.58,16118,12581,38379.69974358974
2021-01-27,65,65,2258351.94,17898,14011,34743.876
2021-01-28,67,67,2405871.45,14112,9931,35908.52910447762
2021-01-29,64,64,2246568.53,15601,11768,35102.63328125
2021-01-30,55,55,2167603.39,16213,12103,39410.97072727273
2021-01-31,51,51,1607178.02,14307,10979,31513.294509803924
2021-02-01,55,55,1551374.11,24811,19041,28206.802000000003
2021-02-02,35,35,958876.9,25619,18057,27396.48285714286
2021-02-03,39,38,1095535.11,24601,19055,28090.64384615385
2021-02-04,37,37,1345207.17,24393,17316,36356.950540540536
2021-02-05,47,47,1749418.05,23162,16799,37221.66063829787
2021-02-06,38,38,1240787.91,28524,20728,32652.31342105263
2021-02-07,47,46,1814367.53,25884,19478,38603.564468085104
2021-02-08,44,44,1325809.68,22937,17347,30132.03818181818
2021-02-09,52,52,1448124.96,22393,18180,27848.55692307692
2021-02-10,54,54,1851743.73,21106,16559,34291.55055555556
2021-02-11,47,47,1689417.95,23164,18564,35945.062765957446
2021-02-12,55,55,1983824.96,20050,15090,36069.544727272725
2021-02-13,63,62,1986462.63,20675,16310,31531.152857142857
2021-02-14,75,71,2942830.48,19107,14102,39237.739733333336
2021-02-15,93,92,3142099.08,21007,16081,33786.011612903225
2021-02-16,69,68,1874868.49,24988,18787,27172.007101449275
2021-02-17,74,73,2468895.03,27259,21684,33363.44635135135
2021-02-18,60,60,1729200.62,23888,19308,28820.010333333335
2021-02-19,63,63,2485137.46,20136,15365,39446.62634920635
2021-02-20,70,70,2510521.11,22514,16093,35864.58728571428
2021-02-21,82,82,2673937.37,24929,19918,32608.99231707317
2021-02-22,106,106,3295922.4,21488,16743,31093.60754716981
2021-02-23,123,123,4952064.84,23227,17758,40260.68975609756
2021-02-24,86,85,2880648.13,24814,18311,33495.90848837209
2021-02-25,165,162,5675843.97,25641,19004,34399.054363636365
2021-02-26,120,118,3813868.44,20529,16603,31782.237
2021-02-27,102,102,3241854.71,22079,15987,31782.88931372549
2021-02-28,75,75,2348995.75,26771,19046,31319.943333333333
2021-03-01,68,68,1942260.67,30058,23636,28562.656911764705
2021-03-02,14,14,679248.37,34281,27865,48517.74071428571
2021-03-03,42,42,1202803.22,37125,27617,28638.171904761904
2021-03-04,77,77,2188811.67,34850,24960,28426.125584415582
2021-03-05,55,55,1350969.16,34458,27269,24563.075636363636
2021-03-06,58,56,1702498.76,33670,27371,29353.426896551726
2021-03-07,87,86,2475099.15,36948,28600,28449.415517241378
2021-03-08,89,89,2765984.78,35780,27855,31078.4806741573
2021-03-09,88,88,2910840.37,31141,22131,33077.731477272726
2021-03-10,103,102,2793536.43,37934,26752,27121.712912621362
2021-03-11,131,130,4291688.17,34349,26011,32760.978396946564
2021-03-12,137,137,4134860.06,32364,23561,30181.460291970805
2021-03-13,87,87,2417371.88,31175,24629,27785.883678160917
2021-03-14,97,95,2889680.59,30999,25273,29790.521546391752
2021-03-15,117,117,3654509.31,31562,23684,31235.12230769231
2021-03-16,122,121,4008350.11,30694,24351,32855.328770491804
2021-03-17,141,139,4400411.89,31897,25392,31208.594964539006
2021-03-18,189,188,5516765.31,35408,28839,29189.234444444442
2021-03-19,138,137,3614457.51,34760,28067,26191.72108695652
2021-03-20,103,103,3232018.55,31417,24295,31378.820873786404
2021-03-21,103,103,2822145.24,34445,26647,27399.468349514565
2021-03-22,143,143,3923103.49,33491,26683,27434.290139860143
2021-03-23,147,146,4222620.69,28368,20831,28725.310816326535
2021-03-24,141,141,4003647.57,28378,21514,28394.663617021277
2021-03-25,189,188,4847687.37,36949,28753,25649.139523809525
2021-03-26,162,161,4034615.27,31567,22349,24905.0325308642
2021-03-27,135,135,3612774.77,32631,23595,26761.294592592592
2021-03-28,147,146,3528929.89,30890,23435,24006.325782312924
2021-03-29,180,178,4090090.6,34658,26535,22722.725555555557
2021-03-30,368,367,10795905.35,27851,21589,29336.699320652173
2021-03-31,348,343,9220320.43,30899,22549,26495.173649425287
2021-04-01,338,332,9027075.84,41841,33400,26707.3249704142
2021-04-02,307,305,7866035.23,44123,31584,25622.26459283388
2021-04-03,253,253,7594752.42,41643,30558,30018.784268774703
2021-04-04,61,61,1720555.46,39805,28128,28205.827213114753
2021-04-05,87,87,2665962.66,47943,35534,30643.248965517243
2021-04-06,76,76,2627509.32,44337,34814,34572.49105263158
2021-04-07,114,114,3504391.02,42648,32357,30740.272105263157
2021-04-08,95,95,3026850.22,46956,35299,31861.581263157896
2021-04-09,93,92,3110153.27,45568,33443,33442.50827956989
2021-04-10,88,86,2505766.01,42541,34382,28474.613749999997
2021-04-11,97,96,2755337.37,43154,32111,28405.53989690722
2021-04-12,116,116,3206411.87,47621,35359,27641.481637931036
2021-04-13,121,120,3231903.43,43787,33075,26709.94570247934
2021-04-14,166,166,5218947.03,41868,33201,31439.43993975904
2021-04-15,141,141,4270735.63,46066,36105,30288.905177304965
2021-04-16,109,109,3735241.12,43728,33236,34268.2671559633
2021-04-17,113,113,3800876.52,47170,34731,33636.07539823009
2021-04-18,120,120,4448113.81,42920,32739,37067.61508333333
2021-04-19,109,108,3468512.12,48473,38183,31821.212110091743
2021-04-20,128,128,4030055.78,42582,31626,31484.81078125
2021-04-21,152,152,5244905.44,37415,28122,34505.95684210527
2021-04-22,138,137,4635126.49,44828,33107,33587.87311594203
2021-04-23,96,95,2503702.41,41069,30398,26080.233437500003
2021-04-24,126,126,3966260.92,45034,36788,31478.26126984127
2021-04-25,131,131,4545990.29,50274,40430,34702.21595419847
2021-04-26,140,140,4718077.11,40077,31568,33700.55078571429
2021-04-27,160,159,5303542.87,43799,31642,33147.1429375
2021-04-28,193,192,5606431.49,47571,33983,29048.867823834196
2021-04-29,272,272,9535515.05,46907,33983,35057.040625
2021-04-30,206,205,6962149.33,50714,40411,33796.84140776699
2021-05-01,182,182,6555221.49,38587,27949,36017.700494505494
2021-05-02,167,167,5301495.07,39941,31361,31745.479461077844
2021-05-03,119,119,3778243.02,47936,36124,31749.941344537816
2021-05-04,60,60,1930133.97,40128,32736,32168.8995
2021-05-05,75,75,2491751.76,42121,33188,33223.356799999994
2021-05-06,101,101,3090364.98,38251,30338,30597.67306930693
2021-05-07,82,82,3099539.75,40597,32930,37799.26524390244
2021-05-08,79,78,2448108.31,42180,30797,30988.712784810126
2021-05-09,104,104,3801718.87,47574,36687,36554.98913461539
2021-05-10,106,104,3546216.71,40689,28723,33454.87462264151
2021-05-11,100,98,3323078.36,41632,30068,33230.783599999995
2021-05-12,147,147,4782841.68,40035,31679,32536.33795918367
2021-05-13,184,182,5666923.8,44172,33131,30798.498913043477
2021-05-14,164,164,5250104.11,41669,29288,32012.829939024392
2021-05-15,114,114,3858160.76,44877,32359,33843.51543859649
2021-05-16,125,125,3981359.06,46038,32930,31850.87248
2021-05-17,134,134,4684806.7,40445,29227,34961.24402985075
2021-05-18,109,109,3549112.31,40506,32133,32560.663394495412
2021-05-19,135,135,4795038.58,40499,31915,35518.80429629629
2021-05-20,156,156,5057797.75,48008,34549,32421.78044871795
2021-05-21,157,157,5434543.62,40494,30867,34614.92751592357
2021-05-22,128,128,4310539.38,36963,28930,33676.08890625
2021-05-23,122,122,3846392.54,45854,34982,31527.807704918032
2021-05-24,113,113,3987573.28,44500,33428,35288.259115044246
2021-05-25,109,109,3822459.48,40082,28264,35068.43559633027
2021-05-26,151,151,4915453.17,45774,37206,32552.67
2021-05-27,206,206,7320510.07,35745,28000,35536.45665048544
2021-05-28,201,200,6925957.27,41259,31125,34457.49885572139
2021-05-29,139,139,4630943.52,30460,22820,33316.140431654676
2021-05-30,265,264,8887935.6,36841,26242,33539.37962264151
2021-05-31,233,232,7996369.9,44156,33751,34319.184120171674
2021-06-01,214,212,7479521.04,40847,32094,34951.03289719626
2021-06-02,214,213,6960798.21,42831,31013,32527.094439252338
2021-06-03,188,185,6367799.03,48600,38637,33871.27143617022
2021-06-04,70,68,2524112.16,44701,32417,36058.745142857144
2021-06-05,87,87,2884765.01,46818,37746,33158.21850574712
2021-06-06,107,107,3795966.84,40909,32161,35476.32560747663
2021-06-07,116,116,3757477.99,46202,33516,32392.051637931036
2021-06-08,105,105,3948452.32,45781,37084,37604.30780952381
2021-06-09,124,124,3733884.76,34088,27887,30111.97387096774
2021-06-10,120,120,3994102.54,44249,32430,33284.18783333334
2021-06-11,91,91,3221511.31,44246,32772,35401.223186813186
2021-06-12,116,115,3618435.07,44378,35506,31193.40577586207
2021-06-13,99,99,3349171.43,42050,31300,33830.014444444445
2021-06-14,116,116,4007931.92,46537,36237,34551.13724137931
2021-06-15,127,127,4162142.95,44310,31547,32772.77913385827
2021-06-16,155,155,4740156.23,44337,35817,30581.653096774196
2021-06-17,160,160,5807751.43,47460,37553,36298.446437499995
2021-06-18,110,110,4316861.14,43011,34964,39244.19218181818
2021-06-19,101,101,3596996.21,43105,35045,35613.82386138614
2021-06-20,99,99,3113780.62,45601,33536,31452.329494949496
2021-06-21,100,99,3454322.45,50225,40208,34543.224500000004
2021-06-22,113,113,3814525.81,44414,35172,33756.865575221236
2021-06-23,155,155,5129834.24,40031,31413,33095.70477419355
2021-06-24,140,140,5015283.26,46126,36500,35823.451857142856
2021-06-25,108,108,3255836.16,38862,30258,30146.631111111114
2021-06-26,118,117,3202321.56,38286,28676,27138.318305084747
2021-06-27,135,135,3938214.81,49137,39354,29171.961555555557
2021-06-28,150,149,4255543.96,46294,35882,28370.293066666665
2021-06-29,216,211,5907160.01,40996,30081,27347.96300925926
2021-06-30,209,207,5094915.79,45773,33294,24377.587511961723
2021-07-01,197,195,4975867.15,37571,29901,25258.20888324873
2021-07-02,172,172,4397949.68,33233,27127,25569.47488372093
2021-07-03,116,116,3132513.38,35152,24966,27004.42568965517
2021-07-04,28,28,730601.15,32810,24267,26092.898214285717
2021-07-05,64,64,1878817.85,29990,21941,29356.52890625
2021-07-06,56,55,1616214.16,31012,23158,28860.967142857142
2021-07-07,64,64,1741509.6,30311,24007,27211.0875
2021-07-08,86,86,2563149.38,33426,25458,29804.062558139532
2021-07-09,98,98,2685812.87,34217,25366,27406.253775510206
2021-07-10,91,91,2524108.8,31779,22917,27737.459340659338
2021-07-11,86,85,2592712.85,30443,23946,30147.823837209304
2021-07-12,95,92,3123873.5,34467,27984,32882.87894736842
2021-07-13,85,85,2650746.43,34885,25203,31185.252117647062
2021-07-14,104,104,2970833.54,38621,27441,28565.707115384615
2021-07-15,126,126,3628282.86,34804,27447,28795.895714285714
2021-07-16,103,103,2768513.94,33529,24745,26878.776116504854
2021-07-17,94,94,2453122.24,34590,25085,26097.045106382982
2021-07-18,95,95,2827723.47,38368,30559,29765.510210526318
2021-07-19,92,92,2859598.56,34197,26768,31082.59304347826
2021-07-20,94,94,3389960.06,30516,22658,36063.40489361702
2021-07-21,99,99,3336465.66,33646,23848,33701.67333333333
2021-07-22,131,131,4388007.92,32412,25523,33496.243664122136
2021-07-23,109,108,4385215.41,32445,26329,40231.33403669725
2021-07-24,79,79,2294305.45,31592,25814,29041.841139240507
2021-07-25,68,67,2549303.61,35455,26715,37489.758970588235
2021-07-26,102,100,3676952.36,33451,23825,36048.55254901961
2021-07-27,86,86,3460197.23,33644,23932,40234.85151162791
2021-07-28,112,111,4046860.27,34683,25833,36132.680982142854
2021-07-29,148,147,5547857.68,32982,24449,37485.52486486486
2021-07-30,217,216,6548042.77,36061,26735,30175.312304147465
2021-07-31,195,195,5256382.47,29917,22395,26955.807538461537
2021-08-01,149,149,3652376.75,37105,27725,24512.595637583894
2021-08-02,159,158,4399616.65,42139,33273,27670.544968553462
2021-08-03,121,121,2422462.49,34871,28444,20020.351157024794
2021-08-04,65,65,1157658.1,42489,31819,17810.124615384615
2021-08-05,76,76,1482037.52,37593,29342,19500.493684210527
2021-08-06,81,81,1591502.8,41901,33170,19648.182716049385
2021-08-07,70,70,1632328.25,36018,27276,23318.975
2021-08-08,68,66,1411882.22,39567,31128,20762.97382352941
2021-08-09,64,64,1376421.76,39113,27660,21506.59
2021-08-10,84,83,1581357.61,39302,29245,18825.685833333333
2021-08-11,86,85,1740229.21,30995,24667,20235.223372093023
2021-08-12,117,115,2480973.68,38269,29771,21204.90324786325
2021-08-13,99,99,2199306.57,37306,29688,22215.217878787877
2021-08-14,82,82,1494099.71,37592,29767,18220.728170731705
2021-08-15,82,82,1862118.62,39171,29071,22708.763658536587
2021-08-16,91,90,2220064.67,42739,32073,24396.315054945055
2021-08-17,97,96,2263302.37,35832,25317,23333.014123711342
2021-08-18,84,83,1875383.97,33929,26293,22325.999642857143
2021-08-19,128,128,2535597.13,34659,26539,19809.352578125
2021-08-20,120,118,2553183.49,36779,28824,21276.529083333335
2021-08-21,81,81,1453356.23,35239,27158,17942.66950617284
2021-08-22,92,92,1640268.07,33822,26677,17829.000760869567
2021-08-23,96,96,1883869.71,41170,32849,19623.6428125
2021-08-24,92,91,1836322.27,33874,25023,19960.024673913045
2021-08-25,110,110,1939866.54,42700,33671,17635.150363636363
2021-08-26,95,94,1886569.08,44382,33320,19858.621894736843
2021-08-27,93,92,1662732.77,31425,25653,17878.84698924731
2021-08-28,75,75,1664938.51,40471,32901,22199.180133333335
2021-08-29,216,215,4443078.33,38145,28063,20569.807083333333
2021-08-30,183,183,3996164.3,41162,33329,21836.96338797814
2021-08-31,169,168,3940957.44,41421,33047,23319.274792899407
2021-09-01,162,162,3579634.39,27326,19208,22096.508580246915
2021-09-02,160,160,3917618.96,28236,21778,24485.1185
2021-09-03,36,36,1070973.42,26551,19907,29749.261666666665
2021-09-04,48,48,1839742.83,24298,18434,38327.975625
2021-09-05,45,45,1682890.37,28062,21856,37397.56377777778
2021-09-06,68,67,2097434.58,28771,21226,30844.62617647059
2021-09-07,69,69,2244132.38,23373,16735,32523.65768115942
2021-09-08,100,100,3716975.63,29427,23808,37169.7563
2021-09-09,57,57,2187074.96,25832,18779,38369.73614035088
2021-09-10,64,64,1980857.12,24570,18030,30950.8925
2021-09-11,51,51,1547495.48,22915,16946,30343.04862745098
2021-09-12,71,71,2102573.99,24856,18243,29613.718169014086
2021-09-13,82,81,2488502.06,26951,20849,30347.586097560976
2021-09-14,96,96,2715006.68,26127,19448,28281.319583333334
2021-09-15,96,96,3275643.47,27170,22258,34121.286145833335
2021-09-16,65,64,1853200.26,24544,20042,28510.77323076923
2021-09-17,68,68,2031900.2,27224,19381,29880.885294117645
2021-09-18,68,68,1910747.73,25797,18347,28099.231323529413
2021-09-19,58,56,1952437.84,26670,21014,33662.721379310344
2021-09-20,81,80,2307149.39,27194,19545,28483.32580246914
2021-09-21,95,94,3210995.34,28567,20425,33799.95094736842
2021-09-22,84,84,2518917.94,23720,19155,29987.118333333332
2021-09-23,67,67,2220736.52,28950,21182,33145.32119402985
2021-09-24,62,62,2008968.22,25544,19883,32402.713225806452
2021-09-25,70,70,2281967.32,28614,21314,32599.53314285714
2021-09-26,58,58,1602075.57,26085,20400,27621.9925862069
2021-09-27,95,95,3058684.14,27562,22060,32196.675157894737
2021-09-28,139,138,4749132.81,28001,21001,34166.423093525176
2021-09-29,116,116,3184253.74,29661,23727,27450.463275862072
2021-09-30,100,100,3504126.92,28475,21959,35041.2692
2021-10-01,83,83,2465559.4,24386,17960,29705.534939759036
2021-10-02,80,80,2584886.96,21410,15691,32311.087
2021-10-03,23,23,920334.15,22289,18269,40014.52826086956
2021-10-04,37,37,1043382.83,21958,16903,28199.535945945943
2021-10-05,44,43,1440909.2,22060,17666,32747.936363636363
2021-10-06,57,57,1793088.31,20869,16523,31457.689649122807
2021-10-07,44,43,1826196.69,24821,18161,41504.47022727272
2021-10-08,48,48,1613264.94,19762,13894,33609.68625
2021-10-09,49,49,1794510.68,18870,14640,36622.66693877551
2021-10-10,45,45,1883117.98,21359,15899,41847.06622222222
2021-10-11,61,61,2300450.29,23411,17978,37712.29983606558
2021-10-12,43,43,1567144.44,19294,15019,36445.21953488372
2021-10-13,63,62,1918678.27,19477,15122,30455.210634920637
2021-10-14,63,63,2148334.67,21776,17637,34100.550317460315
2021-10-15,48,48,1900056.41,22446,16346,39584.50854166666
2021-10-16,55,55,2106301.79,24812,18137,38296.396181818185
2021-10-17,67,66,2495144.25,20591,15415,37240.95895522388
2021-10-18,57,57,2029589.44,21604,16693,35606.832280701754
2021-10-19,54,52,1794195.22,22443,16563,33225.83740740741
2021-10-20,80,80,2748359.42,20905,16187,34354.49275
2021-10-21,51,51,1715238.6,22586,17775,33632.129411764705
2021-10-22,65,65,2513749.87,24218,19711,38673.07492307692
2021-10-23,47,47,1853822.02,21880,16024,39443.02170212766
2021-10-24,69,69,2201542.06,21229,17267,31906.406666666666
2021-10-25,52,52,2021989.32,23224,16717,38884.41
2021-10-26,52,52,2162674.08,24639,17733,41589.88615384616
2021-10-27,56,56,2151921.73,18866,13558,38427.17375
2021-10-28,69,69,2489853.45,20437,15921,36084.83260869565
2021-10-29,103,103,3746325.95,23463,19019,36372.09660194175
2021-10-30,80,80,3434826.63,21242,16732,42935.332875
2021-10-31,86,84,3026687.11,19649,15891,35194.0361627907
2021-11-01,83,82,2926691.09,20235,14266,35261.338433734934
2021-11-02,82,82,3072730.67,17580,13040,37472.325243902436
2021-11-03,45,44,1262904.96,19842,14973,28064.554666666667
2021-11-04,39,39,1344901.28,17473,13578,34484.64820512821
2021-11-05,41,40,1257605.18,20400,15416,30673.297073170732
2021-11-06,58,58,2093872.9,17302,12568,36101.25689655172
